,0,1,2,3
0,0.9735519158026474,0.4117093588326888,0.30887584378233607,0.3163050719604387
0,0.8948808505409743,0.7736444908292968,0.49494400470896127,0.5286749230319525
0,0.8293247765866071,1.0466298710818873,0.4717022439128326,0.8241268641694859
0,0.8789647248299398,0.9898786198371768,0.4615912273631719,0.7768121586585375
0,0.9169259705615316,0.7214737608457126,0.4398641893902364,0.5279932557377828
0,0.9482336587851129,0.5532953900735117,0.4167234641387419,0.3796369445097184
0,0.9671885808686029,0.3893609777215967,0.26082788923627465,0.32132978991814637
0,0.9030578182551667,0.8003876394153558,0.4936713127037568,0.5566762744287054
0,0.9671970262649873,0.4004958216505937,0.3071309208219766,0.30616641912563847
0,0.8771098336707432,0.9840694845079964,0.4596113233392107,0.7728269159663759
0,0.9764011997439571,0.32300147491056963,0.23857418477407405,0.2660838332699556
0,0.9281632872859125,0.687423293663752,0.4518996008067496,0.4832100444544523
0,0.929308601795465,0.6454928625508147,0.37367614037197333,0.50585900466752
0,0.9637027661404785,0.4255119401483477,0.296172729570844,0.3377936544069034
0,0.96206190033219,0.5403565565699634,0.43218234466356753,0.3535749775310647
0,0.9591609610861518,0.44202131966194874,0.2906720072527374,0.35753110386161335
0,0.8624493625386315,1.1146905500664155,0.4408757148717715,0.9203191541027199
0,0.9109637308932391,0.627929937423445,0.4797948711476203,0.39772681904388346
0,0.9456576682937955,0.5603801191322981,0.3587268933515042,0.43169513511867663
0,0.8333006385068744,1.0391608742138045,0.5035729265117609,0.7855751818981852
0,0.9620951891261915,0.47931172280484036,0.35431761928900146,0.35377074746621456
0,0.8585782363814219,1.019858997682301,0.5112287550694034,0.7585041576724889
0,0.8336688317564944,1.1329798481941085,0.549717032921815,0.8307910319097447
0,0.9731563326581765,0.3861023172436415,0.302210225749558,0.2947712966960427
0,0.877539263683771,0.635301775335144,0.4321325605526163,0.4485632254453834
0,0.9636334524063477,0.45104069638781386,0.3338542580630808,0.3395820307609637
0,0.8747674273747698,0.7180171482230424,0.4320749143514078,0.531328416611266
0,0.9073602333268841,0.717786314543242,0.47356056541606556,0.49352670542605837
0,0.93426881767899,0.5995217193939251,0.392816153575424,0.445217188884134
0,0.9529477268831722,0.4851238830267992,0.3827271956937446,0.33864377670320134
0,0.9372067092875944,0.5137707247024339,0.359376771845437,0.38461906056038664
0,0.9749300962902991,0.37766921717087193,0.2639002500310958,0.30802587520439706
0,0.8487825100928078,0.8219656105741353,0.479635555741451,0.5919153442427247
0,0.7726805868558586,1.1668953868498526,0.6775663538025727,0.7077992230445396
0,0.8971142320062284,0.8234656353827119,0.5628467000962009,0.5066692275735292
0,0.8886263203792435,0.721646330292079,0.49252617906579016,0.4790642932269322
0,0.9055872556747694,0.6713170116358103,0.37201901257557174,0.5329188659181069
0,0.9243996750397975,0.6602021358610013,0.4635975277644165,0.44527946811172237
0,0.9497003418741473,0.5263780767983538,0.38418856410256014,0.37877722401116687
0,0.9380813721690409,0.6402487324603158,0.3655903829208118,0.50659240437613
0,0.8580959081330096,0.9727189656904137,0.47895982904882506,0.7433164478479339
0,0.8739734876822219,0.6781155488710091,0.38710117566277896,0.5282682286715035
0,0.8942242111533802,0.7628242020829173,0.4720148310167205,0.5400262013831741
0,0.8443525072493155,1.0033529473190506,0.47804971604309626,0.7748214163101657
0,0.9392525690314089,0.5960571210635192,0.4050619030402771,0.4319819757689083
0,0.9616562910127655,0.49100972120706116,0.38963326729237857,0.339195638226127
0,0.85601369627612,1.1768379370379123,0.5904042942258672,0.828260706397568
0,0.8599566686951645,0.9747433783305887,0.4837357555983147,0.7407430970863162
0,0.9452240994896202,0.5764873771974086,0.4705897250272135,0.35503268789622017
0,0.9174296532837926,0.7198279365792212,0.44191564191694854,0.5245385020083525
0,0.9595756725115872,0.5386501721826881,0.394962242552021,0.38265499914096657
0,0.8620258722107035,1.0174319609176277,0.46073261563954593,0.8051574178035701
0,0.8358124746947542,1.0802605929675053,0.5379119339831745,0.7909113442459863
0,0.9142689005885826,0.6507271302745284,0.3756539309229802,0.5096112544566412
0,0.9179264452864465,0.6969954912342569,0.43477494755031404,0.5079662362168785
0,0.911292468163383,0.7024308034117175,0.44353400326957176,0.505708391355385
0,0.8430877545697073,0.7346817015874855,0.4927104630461208,0.4919181011923627
0,0.9700526034787598,0.46258606138771463,0.347968529985991,0.3415039635271031
0,0.820101328639944,1.2132510915215258,0.6568303872814426,0.7818249338652359
0,0.9018626309714706,0.7753472118064477,0.5384163316765544,0.48545506559041024
0,0.9759955974761924,0.4257120347584274,0.33825371244291086,0.31129646077701595
0,0.8999722392846298,0.662620221254924,0.4154437339265677,0.49002672519607526
0,0.9645601434716767,0.39328320298818914,0.2911514804557575,0.3085140184166098
0,0.9383511016121568,0.5739866817693082,0.3414456127946132,0.45740157527261927
0,0.8554750786873002,1.0294519281864463,0.5106149656084669,0.7687242850831104
0,0.8818974924629002,0.8383340314185395,0.5960345939153434,0.4830767942747111
0,0.932908831558074,0.5622684970171788,0.3925111006359914,0.40820353289470146
0,0.8630191516256331,0.6655840963100664,0.48164735121051944,0.43359992538195696
0,0.9658874540197773,0.48441438173844964,0.3543033217913765,0.35888353790604594
0,0.943178982301224,0.5817262815192926,0.44543365910330596,0.3833151368571325
0,0.8769208569268365,0.86022002054426,0.5370819680083291,0.5717629801845601
0,0.9315188847076735,0.626305342259371,0.40207769857303177,0.4646388665695852
0,0.9279736481115982,0.6507783640105902,0.5012905185185225,0.3994861800540211
0,0.9668070642965642,0.4809317440137895,0.3918566418684201,0.32738011623739427
0,0.862274987805258,1.0877682601517813,0.5371077623117658,0.7992835118162289
0,0.8434476598605439,0.985632397472757,0.4717047925305148,0.763126986176501
0,0.8798580550745713,0.7987292995573657,0.5830512538574119,0.4587805349326656
0,0.9772767106267567,0.4002320959924401,0.30430681407643406,0.30762945889909066
0,0.9398912966841071,0.561274682155663,0.3910404561958533,0.4083620437738019
0,0.9226450247209348,0.7848729215744403,0.527799725529413,0.5063003713055166
0,0.8728991512015334,0.8730035627958773,0.5591434582043466,0.5603621559431614
0,0.9478673437398517,0.48911516193040194,0.3654563867338183,0.35555679132586376
0,0.9627883786687393,0.44370901994335543,0.35206721677088354,0.31975769481855915
0,0.9424647323548087,0.47317847641795824,0.35742705805516234,0.34542437458798986
0,0.9655082100525145,0.3676265623877936,0.2850465791668815,0.2863750100930524
0,0.9644376511638477,0.4812179218964703,0.3602493168222129,0.35143835162559917
0,0.95339717167359,0.45929322430740094,0.3412629166810231,0.342832846005762
0,0.9515701599660374,0.537523125329738,0.4004510951365666,0.37716204573366247
0,0.9049102860407767,0.7467966712176671,0.48469866597188777,0.5118638744227395
0,0.9016657361911864,0.7569588588523599,0.4560823893469031,0.5489477129799798
0,0.8388339968885502,1.0151349690368003,0.4858028075877526,0.7791306011766573
0,0.930905937033356,0.516973333480458,0.4002804067584202,0.35674892944577175
0,0.9117786919142418,0.5919058357497461,0.3988479680669134,0.4328261341186405
0,0.9670723025163126,0.4397629471801768,0.35164565073687026,0.31610828349801984
0,0.951364922053034,0.45395145364987627,0.3763290674654563,0.3123278866304563
0,0.8538513552888611,0.8404665570510731,0.5225711644792591,0.5673859351058642
0,0.8893512270323204,0.8449306454587838,0.5583457614854277,0.5331806560900417
0,0.9599184886406396,0.48536882185858143,0.3778566066731625,0.3425932066520244
0,0.8546189878375328,1.0366630898164932,0.5359967754529437,0.7493705465205399
0,0.9552968651250396,0.4422686295932183,0.32576295820640266,0.33614712465383184
0,0.9131927698354835,0.6859983033301771,0.4295741934928511,0.4937050690213524
